Year,Erreichter Schulabschluss,Besuchte Schule,Nationalität,Units,Value
2015,Allgemeine Hochschulreife¹⁾,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2015,Fachhochschulreife,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2015,Schulischer Teil der Fachhochschulreife,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2015,Realschulabschluss,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2015,Hauptschulabschluss,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2015,Erfolgreicher Besuch,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2015,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2015,Ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2015,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2014,Insgesamt,Berufseinstiegsschule3),Deutsche,Prozent,0
2014,Allgemeine Hochschulreife¹⁾,Berufseinstiegsschule3),Deutsche,Prozent,0
2014,Fachhochschulreife,Berufseinstiegsschule3),Deutsche,Prozent,0
2014,Schulischer Teil der Fachhochschulreife,Berufseinstiegsschule3),Deutsche,Prozent,0
2014,Realschulabschluss,Berufseinstiegsschule3),Deutsche,Prozent,0
2014,Hauptschulabschluss,Berufseinstiegsschule3),Deutsche,Prozent,0
2014,Erfolgreicher Besuch,Berufseinstiegsschule3),Deutsche,Prozent,0
2014,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufseinstiegsschule3),Deutsche,Prozent,0
2014,Ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsschule3),Deutsche,Prozent,0
2014,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsschule3),Deutsche,Prozent,0
2014,Insgesamt,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2014,Allgemeine Hochschulreife¹⁾,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2014,Fachhochschulreife,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2014,Schulischer Teil der Fachhochschulreife,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2014,Realschulabschluss,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2014,Hauptschulabschluss,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2014,Erfolgreicher Besuch,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2014,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2014,Ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2014,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2013,Insgesamt,Berufseinstiegsschule3),Deutsche,Prozent,0
2013,Allgemeine Hochschulreife¹⁾,Berufseinstiegsschule3),Deutsche,Prozent,0
2013,Fachhochschulreife,Berufseinstiegsschule3),Deutsche,Prozent,0
2013,Schulischer Teil der Fachhochschulreife,Berufseinstiegsschule3),Deutsche,Prozent,0
2013,Realschulabschluss,Berufseinstiegsschule3),Deutsche,Prozent,0
2013,Hauptschulabschluss,Berufseinstiegsschule3),Deutsche,Prozent,0
2013,Erfolgreicher Besuch,Berufseinstiegsschule3),Deutsche,Prozent,0
2013,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufseinstiegsschule3),Deutsche,Prozent,0
2013,Ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsschule3),Deutsche,Prozent,0
2013,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsschule3),Deutsche,Prozent,0
2013,Insgesamt,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2013,Allgemeine Hochschulreife¹⁾,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2013,Fachhochschulreife,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2013,Schulischer Teil der Fachhochschulreife,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2013,Realschulabschluss,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2013,Hauptschulabschluss,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2013,Erfolgreicher Besuch,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2013,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2013,Ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2013,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2012,Insgesamt,Berufseinstiegsschule3),Deutsche,Prozent,0
2012,Allgemeine Hochschulreife¹⁾,Berufseinstiegsschule3),Deutsche,Prozent,0
2012,Fachhochschulreife,Berufseinstiegsschule3),Deutsche,Prozent,0
2012,Schulischer Teil der Fachhochschulreife,Berufseinstiegsschule3),Deutsche,Prozent,0
2012,Realschulabschluss,Berufseinstiegsschule3),Deutsche,Prozent,0
2012,Hauptschulabschluss,Berufseinstiegsschule3),Deutsche,Prozent,0
2012,Erfolgreicher Besuch,Berufseinstiegsschule3),Deutsche,Prozent,0
2012,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufseinstiegsschule3),Deutsche,Prozent,0
2012,Ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsschule3),Deutsche,Prozent,0
2012,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsschule3),Deutsche,Prozent,0
2012,Insgesamt,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2012,Allgemeine Hochschulreife¹⁾,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2012,Fachhochschulreife,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2012,Schulischer Teil der Fachhochschulreife,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2012,Realschulabschluss,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2012,Hauptschulabschluss,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2012,Erfolgreicher Besuch,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2012,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2012,Ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2012,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2011,Insgesamt,Berufseinstiegsschule3),Deutsche,Prozent,0
2011,Allgemeine Hochschulreife¹⁾,Berufseinstiegsschule3),Deutsche,Prozent,0
2011,Fachhochschulreife,Berufseinstiegsschule3),Deutsche,Prozent,0
2011,Schulischer Teil der Fachhochschulreife,Berufseinstiegsschule3),Deutsche,Prozent,0
2011,Realschulabschluss,Berufseinstiegsschule3),Deutsche,Prozent,0
2011,Hauptschulabschluss,Berufseinstiegsschule3),Deutsche,Prozent,0
2011,Erfolgreicher Besuch,Berufseinstiegsschule3),Deutsche,Prozent,0
2011,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufseinstiegsschule3),Deutsche,Prozent,0
2011,Ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsschule3),Deutsche,Prozent,0
2011,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsschule3),Deutsche,Prozent,0
2011,Insgesamt,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2011,Allgemeine Hochschulreife¹⁾,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2011,Fachhochschulreife,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2011,Schulischer Teil der Fachhochschulreife,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2011,Realschulabschluss,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2011,Hauptschulabschluss,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2011,Erfolgreicher Besuch,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2011,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2011,Ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2011,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsschule3),Ausländerinnen und Ausländer,Prozent,0
2022,Insgesamt,Berufsfachschule,Deutsche,Prozent,26.6520882395348
2022,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Deutsche,Prozent,0
2022,Fachhochschulreife,Berufsfachschule,Deutsche,Prozent,0.826912234542379
2022,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Deutsche,Prozent,16.9247787610619
2022,Realschulabschluss,Berufsfachschule,Deutsche,Prozent,17.5968803314648
2022,Hauptschulabschluss,Berufsfachschule,Deutsche,Prozent,85.5731225296443
2022,Erfolgreicher Besuch,Berufsfachschule,Deutsche,Prozent,28.6479842674533
2022,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Deutsche,Prozent,0
2022,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Deutsche,Prozent,46.9156201806565
2022,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Deutsche,Prozent,23.0569587987209
2022,Insgesamt,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,27.4826579043447
2022,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,0
2022,Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,0.949367088607595
2022,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,19.4444444444444
2022,Realschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,22.3918575063613
2022,Hauptschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,80
2022,Erfolgreicher Besuch,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,46.5474060822898
2022,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,0
2022,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,36.474609375
2022,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,23.9520958083832
2021,Insgesamt,Berufsfachschule,Deutsche,Prozent,27.2
2021,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Deutsche,Prozent,0
2021,Fachhochschulreife,Berufsfachschule,Deutsche,Prozent,0.7
2021,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Deutsche,Prozent,18.3
2021,Realschulabschluss,Berufsfachschule,Deutsche,Prozent,16.8
2021,Hauptschulabschluss,Berufsfachschule,Deutsche,Prozent,85.6
2021,Erfolgreicher Besuch,Berufsfachschule,Deutsche,Prozent,29.3
2021,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Deutsche,Prozent,0
2021,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Deutsche,Prozent,50.3
2021,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Deutsche,Prozent,23.6
2021,Insgesamt,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,30
2021,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,0
2021,Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,0.5
2021,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,31.3
2021,Realschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,22.3
2021,Hauptschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,75.8
2021,Erfolgreicher Besuch,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,47.7
2021,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,0
2021,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,42.6
2021,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,26.8
2020,Insgesamt,Berufsfachschule,Deutsche,Prozent,26.5
2020,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Deutsche,Prozent,0
2020,Fachhochschulreife,Berufsfachschule,Deutsche,Prozent,0.5
2020,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Deutsche,Prozent,17.9
2020,Realschulabschluss,Berufsfachschule,Deutsche,Prozent,17.8
2020,Hauptschulabschluss,Berufsfachschule,Deutsche,Prozent,85.3
2020,Erfolgreicher Besuch,Berufsfachschule,Deutsche,Prozent,29.1
2020,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Deutsche,Prozent,0
2020,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Deutsche,Prozent,46.4
2020,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Deutsche,Prozent,23.4
2020,Insgesamt,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,28.1
2020,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,0
2020,Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,1
2020,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,27.5
2020,Realschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,29.1
2020,Hauptschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,84
2020,Erfolgreicher Besuch,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,46.8
2020,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,0
2020,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,42.4
2020,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,26.5
2019,Insgesamt,Berufsfachschule,Deutsche,Prozent,26.3
2019,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Deutsche,Prozent,0
2019,Fachhochschulreife,Berufsfachschule,Deutsche,Prozent,1
2019,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Deutsche,Prozent,14.6
2019,Realschulabschluss,Berufsfachschule,Deutsche,Prozent,19
2019,Hauptschulabschluss,Berufsfachschule,Deutsche,Prozent,82.2
2019,Erfolgreicher Besuch,Berufsfachschule,Deutsche,Prozent,29.3
2019,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Deutsche,Prozent,0
2019,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Deutsche,Prozent,46.1
2019,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Deutsche,Prozent,24.2
2019,Insgesamt,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,23.2
2019,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,0
2019,Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,0.9
2019,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,22.2
2019,Realschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,30.6
2019,Hauptschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,84.7
2019,Erfolgreicher Besuch,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,47.4
2019,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,0
2019,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,41.2
2019,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,22.5
2018,Insgesamt,Berufsfachschule,Deutsche,Prozent,26.5
2018,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Deutsche,Prozent,0
2018,Fachhochschulreife,Berufsfachschule,Deutsche,Prozent,0.8
2018,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Deutsche,Prozent,16.2
2018,Realschulabschluss,Berufsfachschule,Deutsche,Prozent,18
2018,Hauptschulabschluss,Berufsfachschule,Deutsche,Prozent,83.1
2018,Erfolgreicher Besuch,Berufsfachschule,Deutsche,Prozent,29.5
2018,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Deutsche,Prozent,0
2018,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Deutsche,Prozent,48.4
2018,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Deutsche,Prozent,23.8
2018,Insgesamt,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,18
2018,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,0
2018,Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,1.4
2018,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,24
2018,Realschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,29.9
2018,Hauptschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,91.2
2018,Erfolgreicher Besuch,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,45.1
2018,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,0
2018,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,39.1
2018,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,19.4
2017,Insgesamt,Berufsfachschule,Deutsche,Prozent,26.7
2017,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Deutsche,Prozent,0
2017,Fachhochschulreife,Berufsfachschule,Deutsche,Prozent,0.7
2017,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Deutsche,Prozent,20
2017,Realschulabschluss,Berufsfachschule,Deutsche,Prozent,19.9
2017,Hauptschulabschluss,Berufsfachschule,Deutsche,Prozent,86.9
2017,Erfolgreicher Besuch,Berufsfachschule,Deutsche,Prozent,30.2
2017,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Deutsche,Prozent,0
2017,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Deutsche,Prozent,47.3
2017,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Deutsche,Prozent,23.3
2017,Insgesamt,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,16.8
2017,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,0
2017,Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,0.2
2017,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,17.7
2017,Realschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,27.4
2017,Hauptschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,92.3
2017,Erfolgreicher Besuch,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,41.2
2017,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,0
2017,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,47.3
2017,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,17
2016,Insgesamt,Berufsfachschule,Deutsche,Prozent,27.9
2016,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Deutsche,Prozent,0
2016,Fachhochschulreife,Berufsfachschule,Deutsche,Prozent,0.5
2016,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Deutsche,Prozent,26.4
2016,Realschulabschluss,Berufsfachschule,Deutsche,Prozent,19.2
2016,Hauptschulabschluss,Berufsfachschule,Deutsche,Prozent,88.8
2016,Erfolgreicher Besuch,Berufsfachschule,Deutsche,Prozent,31.5
2016,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Deutsche,Prozent,0
2016,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Deutsche,Prozent,48.5
2016,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Deutsche,Prozent,23.9
2016,Insgesamt,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,26
2016,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,0
2016,Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,0.6
2016,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,28.3
2016,Realschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,34.8
2016,Hauptschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,97.5
2016,Erfolgreicher Besuch,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,47.1
2016,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,0
2016,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,48.1
2016,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,17.4
2015,Insgesamt,Berufsfachschule,Deutsche,Prozent,27.6
2015,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Deutsche,Prozent,0
2015,Fachhochschulreife,Berufsfachschule,Deutsche,Prozent,0.9
2015,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Deutsche,Prozent,31.4
2015,Realschulabschluss,Berufsfachschule,Deutsche,Prozent,17.9
2015,Hauptschulabschluss,Berufsfachschule,Deutsche,Prozent,91.4
2015,Erfolgreicher Besuch,Berufsfachschule,Deutsche,Prozent,31.4
2015,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Deutsche,Prozent,0
2015,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Deutsche,Prozent,48.7
2015,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Deutsche,Prozent,23.9
2015,Insgesamt,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,31.5
2015,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,0
2015,Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,0.9
2015,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,28.6
2015,Realschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,27.8
2015,Hauptschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,100
2015,Erfolgreicher Besuch,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,43.6
2015,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,0
2015,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,50.3
2015,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,21.6
2014,Insgesamt,Berufsfachschule,Deutsche,Prozent,28
2014,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Deutsche,Prozent,0
2014,Fachhochschulreife,Berufsfachschule,Deutsche,Prozent,0.8
2014,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Deutsche,Prozent,29.6
2014,Realschulabschluss,Berufsfachschule,Deutsche,Prozent,18.9
2014,Hauptschulabschluss,Berufsfachschule,Deutsche,Prozent,89.7
2014,Erfolgreicher Besuch,Berufsfachschule,Deutsche,Prozent,31.4
2014,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Deutsche,Prozent,0
2014,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Deutsche,Prozent,49.5
2014,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Deutsche,Prozent,23.9
2014,Insgesamt,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,34.4
2014,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,0
2014,Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,0.6
2014,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,55.4
2014,Realschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,33.9
2014,Hauptschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,94.9
2014,Erfolgreicher Besuch,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,45.8
2014,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,0
2014,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,53.1
2014,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,23.6
2013,Insgesamt,Berufsfachschule,Deutsche,Prozent,27.6
2013,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Deutsche,Prozent,0
2013,Fachhochschulreife,Berufsfachschule,Deutsche,Prozent,0.9
2013,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Deutsche,Prozent,38.2
2013,Realschulabschluss,Berufsfachschule,Deutsche,Prozent,20.2
2013,Hauptschulabschluss,Berufsfachschule,Deutsche,Prozent,84.4
2013,Erfolgreicher Besuch,Berufsfachschule,Deutsche,Prozent,32.3
2013,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Deutsche,Prozent,0
2013,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Deutsche,Prozent,49.3
2013,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Deutsche,Prozent,24.4
2013,Insgesamt,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,34.4
2013,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,0
2013,Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,0.2
2013,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,14.8
2013,Realschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,33
2013,Hauptschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,85.7
