Year,Fächergruppe,Nationalität,Geschlecht,Units,Value
2018,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Insgesamt,%,5.81600875347193
2018,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Insgesamt,%,5.31100075751199
2018,"Ingenieurwissenschaften",Insgesamt,Insgesamt,%,24.2361754061106
2018,"Kunst, Kunstwissenschaften",Insgesamt,Insgesamt,%,3.62343237101254
2018,"Fächerguppen zusammen",Insgesamt,Insgesamt,%,100
2019,"Geisteswissenschaften",Insgesamt,Insgesamt,%,10.2545155993432
2019,"Sport",Insgesamt,Insgesamt,%,1.00985221674877
2019,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Insgesamt,%,39.6633825944171
2019,"Mathematik, Naturwissenschaften",Insgesamt,Insgesamt,%,9.72495894909688
2019,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Insgesamt,%,5.83333333333333
2019,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Insgesamt,%,5.4679802955665
2019,"Ingenieurwissenschaften",Insgesamt,Insgesamt,%,24.1133004926108
2019,"Kunst, Kunstwissenschaften",Insgesamt,Insgesamt,%,3.93267651888342
2019,"Fächerguppen zusammen",Insgesamt,Insgesamt,%,100
2020,"Geisteswissenschaften",Insgesamt,Insgesamt,%,10.2896634102641
2020,"Sport",Insgesamt,Insgesamt,%,1.0323791647114
2020,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Insgesamt,%,39.4394437097393
2020,"Mathematik, Naturwissenschaften",Insgesamt,Insgesamt,%,9.74787765027089
2020,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Insgesamt,%,5.7420758500064
2020,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Insgesamt,%,6.18574292905593
2020,"Ingenieurwissenschaften",Insgesamt,Insgesamt,%,23.6466021074186
2020,"Kunst, Kunstwissenschaften",Insgesamt,Insgesamt,%,3.91621517853334
2020,"Fächerguppen zusammen",Insgesamt,Insgesamt,%,100
2021,"Geisteswissenschaften",Insgesamt,Insgesamt,%,9.80089394555059
2021,"Sport",Insgesamt,Insgesamt,%,0.995530272247054
2021,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Insgesamt,%,40.2478667208452
2021,"Mathematik, Naturwissenschaften",Insgesamt,Insgesamt,%,9.32547744819179
2021,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Insgesamt,%,6.37952052011378
2021,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Insgesamt,%,5.12393336042259
2021,"Ingenieurwissenschaften",Insgesamt,Insgesamt,%,24.6078829744006
2021,"Kunst, Kunstwissenschaften",Insgesamt,Insgesamt,%,3.51889475822836
2021,"Fächerguppen zusammen",Insgesamt,Insgesamt,%,100
2022,"Geisteswissenschaften",Insgesamt,Insgesamt,%,10.1946325988168
2022,"Sport",Insgesamt,Insgesamt,%,0.891708822772871
2022,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Insgesamt,%,39.9982851753408
2022,"Mathematik, Naturwissenschaften",Insgesamt,Insgesamt,%,9.44439681042613
2022,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Insgesamt,%,6.26768412929778
2022,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Insgesamt,%,5.03729743633714
2022,"Ingenieurwissenschaften",Insgesamt,Insgesamt,%,24.114721769699
2022,"Kunst, Kunstwissenschaften",Insgesamt,Insgesamt,%,4.05127325730944
2022,"Fächerguppen zusammen",Insgesamt,Insgesamt,%,100
2013,"Geisteswissenschaften",Insgesamt,Männer,%,6.96389093588799
2013,"Sport",Insgesamt,Männer,%,1.19749447310243
2013,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Männer,%,27.5607958732498
2013,"Mathematik, Naturwissenschaften",Insgesamt,Männer,%,15.9266764922623
2013,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Männer,%,3.42667649226234
2013,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Männer,%,4.38467207074429
2013,"Ingenieurwissenschaften",Insgesamt,Männer,%,37.7855563743552
2013,"Kunst, Kunstwissenschaften",Insgesamt,Männer,%,2.75423728813559
2013,"Fächerguppen zusammen",Insgesamt,Männer,%,100
2014,"Geisteswissenschaften",Insgesamt,Männer,%,6.69833729216152
2014,"Sport",Insgesamt,Männer,%,0.950118764845606
2014,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Männer,%,27.3159144893112
2014,"Mathematik, Naturwissenschaften",Insgesamt,Männer,%,16.1805225653207
2014,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Männer,%,3.38242280285036
2014,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Männer,%,4.61757719714964
2014,"Ingenieurwissenschaften",Insgesamt,Männer,%,38.270783847981
2014,"Kunst, Kunstwissenschaften",Insgesamt,Männer,%,2.58432304038005
2014,"Fächerguppen zusammen",Insgesamt,Männer,%,100
2015,"Geisteswissenschaften",Insgesamt,Männer,%,6.12006120061201
2015,"Sport",Insgesamt,Männer,%,1.260012600126
2015,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Männer,%,27.8012780127801
2015,"Mathematik, Naturwissenschaften",Insgesamt,Männer,%,17.2981729817298
2015,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Männer,%,2.9520295202952
2015,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Männer,%,5.22005220052201
2015,"Ingenieurwissenschaften",Insgesamt,Männer,%,36.4593645936459
2015,"Kunst, Kunstwissenschaften",Insgesamt,Männer,%,2.8890288902889
2015,"Fächerguppen zusammen",Insgesamt,Männer,%,100
2016,"Geisteswissenschaften",Insgesamt,Männer,%,5.55965332841601
2016,"Sport",Insgesamt,Männer,%,1.36455836252997
2016,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Männer,%,30.4536234556519
2016,"Mathematik, Naturwissenschaften",Insgesamt,Männer,%,8.99870920154896
2016,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Männer,%,3.14401622718053
2016,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Männer,%,5.22773372671953
2016,"Ingenieurwissenschaften",Insgesamt,Männer,%,42.5041489950212
2016,"Kunst, Kunstwissenschaften",Insgesamt,Männer,%,2.74755670293196
2016,"Fächerguppen zusammen",Insgesamt,Männer,%,100
2017,"Geisteswissenschaften",Insgesamt,Männer,%,5.29472401836754
2017,"Sport",Insgesamt,Männer,%,1.25573985568363
2017,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Männer,%,31.7777153031581
2017,"Mathematik, Naturwissenschaften",Insgesamt,Männer,%,8.95886046293693
2017,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Männer,%,3.18620560397339
2017,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Männer,%,5.4821478774248
2017,"Ingenieurwissenschaften",Insgesamt,Männer,%,41.0458251335395
2017,"Kunst, Kunstwissenschaften",Insgesamt,Männer,%,2.99878174491613
2017,"Fächerguppen zusammen",Insgesamt,Männer,%,100
2018,"Geisteswissenschaften",Insgesamt,Männer,%,5.18705946141334
2018,"Sport",Insgesamt,Männer,%,1.18380625338876
2018,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Männer,%,31.7639616844388
2018,"Mathematik, Naturwissenschaften",Insgesamt,Männer,%,9.56081691668173
2018,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Männer,%,3.36164829206579
2018,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Männer,%,5.68407735405747
2018,"Ingenieurwissenschaften",Insgesamt,Männer,%,40.7825772636906
2018,"Kunst, Kunstwissenschaften",Insgesamt,Männer,%,2.47605277426351
2018,"Fächerguppen zusammen",Insgesamt,Männer,%,100
2019,"Geisteswissenschaften",Insgesamt,Männer,%,5.52024695841656
2019,"Sport",Insgesamt,Männer,%,1.08952242600327
2019,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Männer,%,31.6052297076448
2019,"Mathematik, Naturwissenschaften",Insgesamt,Männer,%,9.27909932812784
2019,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Männer,%,3.22317051025967
2019,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Männer,%,5.42037406936626
2019,"Ingenieurwissenschaften",Insgesamt,Männer,%,40.9388051570728
2019,"Kunst, Kunstwissenschaften",Insgesamt,Männer,%,2.92355184310877
2019,"Fächerguppen zusammen",Insgesamt,Männer,%,100
2020,"Geisteswissenschaften",Insgesamt,Männer,%,5.33564480400655
2020,"Sport",Insgesamt,Männer,%,1.21352210343831
2020,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Männer,%,32.0042376962342
2020,"Mathematik, Naturwissenschaften",Insgesamt,Männer,%,9.44813637676972
2020,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Männer,%,3.30347683713763
2020,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Männer,%,5.44158720986227
2020,"Ingenieurwissenschaften",Insgesamt,Männer,%,40.296638736396
2020,"Kunst, Kunstwissenschaften",Insgesamt,Männer,%,2.95675623615525
2020,"Fächerguppen zusammen",Insgesamt,Männer,%,100
2021,"Geisteswissenschaften",Insgesamt,Männer,%,2.14953271028037
2021,"Sport",Insgesamt,Männer,%,0.459162941893539
2021,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Männer,%,14.6647704185291
2021,"Mathematik, Naturwissenschaften",Insgesamt,Männer,%,3.90898008939456
2021,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Männer,%,1.54408776919951
2021,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Männer,%,2.26737098740349
2021,"Ingenieurwissenschaften",Insgesamt,Männer,%,18.3218203982121
2021,"Kunst, Kunstwissenschaften",Insgesamt,Männer,%,1.06054449410809
2021,"Fächerguppen zusammen",Insgesamt,Männer,%,100
2022,"Geisteswissenschaften",Insgesamt,Männer,%,2.33216153648289
2022,"Sport",Insgesamt,Männer,%,0.445854411386436
2022,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Männer,%,14.3102117808454
2022,"Mathematik, Naturwissenschaften",Insgesamt,Männer,%,3.94409671611078
2022,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Männer,%,1.69338935093887
2022,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Männer,%,2.29786504329932
2022,"Ingenieurwissenschaften",Insgesamt,Männer,%,18.190002572237
2022,"Kunst, Kunstwissenschaften",Insgesamt,Männer,%,1.29897967932779
2022,"Fächerguppen zusammen",Insgesamt,Männer,%,100
2013,"Geisteswissenschaften",Insgesamt,Frauen,%,24.9409849409849
2013,"Sport",Insgesamt,Frauen,%,1.22100122100122
2013,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Frauen,%,35.6125356125356
2013,"Mathematik, Naturwissenschaften",Insgesamt,Frauen,%,10.0854700854701
2013,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Frauen,%,6.97598697598698
2013,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Frauen,%,5.05494505494505
2013,"Ingenieurwissenschaften",Insgesamt,Frauen,%,9.81684981684982
2013,"Kunst, Kunstwissenschaften",Insgesamt,Frauen,%,6.29222629222629
2013,"Fächerguppen zusammen",Insgesamt,Frauen,%,100
2014,"Geisteswissenschaften",Insgesamt,Frauen,%,23.3293454110408
2014,"Sport",Insgesamt,Frauen,%,1.33310545205948
2014,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Frauen,%,35.0794735942574
2014,"Mathematik, Naturwissenschaften",Insgesamt,Frauen,%,12.7157750811827
2014,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Frauen,%,7.70808408819005
2014,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Frauen,%,4.93078106306614
2014,"Ingenieurwissenschaften",Insgesamt,Frauen,%,9.11809947017604
2014,"Kunst, Kunstwissenschaften",Insgesamt,Frauen,%,5.78533584002735
2014,"Fächerguppen zusammen",Insgesamt,Frauen,%,100
2015,"Geisteswissenschaften",Insgesamt,Frauen,%,22.7298733142624
2015,"Sport",Insgesamt,Frauen,%,1.17695136902329
2015,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Frauen,%,36.648957907642
2015,"Mathematik, Naturwissenschaften",Insgesamt,Frauen,%,11.606048222313
2015,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Frauen,%,7.6747037188394
2015,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Frauen,%,5.1655087862689
2015,"Ingenieurwissenschaften",Insgesamt,Frauen,%,9.17858602370249
2015,"Kunst, Kunstwissenschaften",Insgesamt,Frauen,%,5.81937065794851
2015,"Fächerguppen zusammen",Insgesamt,Frauen,%,100
2016,"Geisteswissenschaften",Insgesamt,Frauen,%,15.1755102040816
2016,"Sport",Insgesamt,Frauen,%,0.955102040816327
2016,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Frauen,%,45.2326530612245
2016,"Mathematik, Naturwissenschaften",Insgesamt,Frauen,%,9.96734693877551
2016,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Frauen,%,8.06530612244898
2016,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Frauen,%,5.1265306122449
2016,"Ingenieurwissenschaften",Insgesamt,Frauen,%,9.98367346938775
2016,"Kunst, Kunstwissenschaften",Insgesamt,Frauen,%,5.49387755102041
2016,"Fächerguppen zusammen",Insgesamt,Frauen,%,100
2017,"Geisteswissenschaften",Insgesamt,Frauen,%,14.7980997624703
2017,"Sport",Insgesamt,Frauen,%,0.910530482977039
2017,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Frauen,%,46.2866191607284
2017,"Mathematik, Naturwissenschaften",Insgesamt,Frauen,%,9.59619952494062
2017,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Frauen,%,7.99683293745051
2017,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Frauen,%,5.23357086302454
2017,"Ingenieurwissenschaften",Insgesamt,Frauen,%,10.0395882818686
2017,"Kunst, Kunstwissenschaften",Insgesamt,Frauen,%,5.13855898653998
2017,"Fächerguppen zusammen",Insgesamt,Frauen,%,100
2018,"Geisteswissenschaften",Insgesamt,Frauen,%,14.9338374291115
2018,"Sport",Insgesamt,Frauen,%,0.976685570258349
2018,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Frauen,%,46.8809073724008
2018,"Mathematik, Naturwissenschaften",Insgesamt,Frauen,%,9.82986767485822
2018,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Frauen,%,7.95526149968494
2018,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Frauen,%,4.98582230623818
2018,"Ingenieurwissenschaften",Insgesamt,Frauen,%,9.81411468178954
2018,"Kunst, Kunstwissenschaften",Insgesamt,Frauen,%,4.62350346565848
2018,"Fächerguppen zusammen",Insgesamt,Frauen,%,100
2019,"Geisteswissenschaften",Insgesamt,Frauen,%,14.1615465307957
2019,"Sport",Insgesamt,Frauen,%,0.94410310205305
2019,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Frauen,%,46.3135021729357
2019,"Mathematik, Naturwissenschaften",Insgesamt,Frauen,%,10.0929117338528
2019,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Frauen,%,7.98741195863929
2019,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Frauen,%,5.50726809530946
2019,"Ingenieurwissenschaften",Insgesamt,Frauen,%,10.2277836055747
2019,"Kunst, Kunstwissenschaften",Insgesamt,Frauen,%,4.7654728008392
2019,"Fächerguppen zusammen",Insgesamt,Frauen,%,100
2020,"Geisteswissenschaften",Insgesamt,Frauen,%,14.2288252412314
2020,"Sport",Insgesamt,Frauen,%,0.888344310001532
2020,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Frauen,%,45.3515086536989
2020,"Mathematik, Naturwissenschaften",Insgesamt,Frauen,%,9.98621534691377
2020,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Frauen,%,7.68111502527186
2020,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Frauen,%,6.77745443406341
2020,"Ingenieurwissenschaften",Insgesamt,Frauen,%,10.4074130801042
2020,"Kunst, Kunstwissenschaften",Insgesamt,Frauen,%,4.67912390871496
2020,"Fächerguppen zusammen",Insgesamt,Frauen,%,100
2021,"Geisteswissenschaften",Insgesamt,Frauen,%,7.65136123527022
2021,"Sport",Insgesamt,Frauen,%,0.536367330353515
2021,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Frauen,%,25.5830963023161
2021,"Mathematik, Naturwissenschaften",Insgesamt,Frauen,%,5.41649735879724
2021,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Frauen,%,4.83543275091426
2021,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Frauen,%,2.8565623730191
2021,"Ingenieurwissenschaften",Insgesamt,Frauen,%,6.28606257618854
2021,"Kunst, Kunstwissenschaften",Insgesamt,Frauen,%,2.45835026412028
2021,"Fächerguppen zusammen",Insgesamt,Frauen,%,100
2022,"Geisteswissenschaften",Insgesamt,Frauen,%,7.86247106233388
2022,"Sport",Insgesamt,Frauen,%,0.445854411386436
2022,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Frauen,%,25.6880733944954
2022,"Mathematik, Naturwissenschaften",Insgesamt,Frauen,%,5.50030009431536
2022,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Frauen,%,4.57429477835891
2022,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Frauen,%,2.73943239303781
2022,"Ingenieurwissenschaften",Insgesamt,Frauen,%,5.92471919746206
2022,"Kunst, Kunstwissenschaften",Insgesamt,Frauen,%,2.75229357798165
2022,"Fächerguppen zusammen",Insgesamt,Frauen,%,100
2013,"Geisteswissenschaften",Deutsche,Insgesamt,%,16.7935104589163
2013,"Sport",Deutsche,Insgesamt,%,1.26236157316684
2013,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Insgesamt,%,32.2243995807319
2013,"Mathematik, Naturwissenschaften",Deutsche,Insgesamt,%,12.9517385954519
2013,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Insgesamt,%,5.3228820124869
2013,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Insgesamt,%,4.84892676479971
2013,"Ingenieurwissenschaften",Deutsche,Insgesamt,%,22.202980449346
2013,"Kunst, Kunstwissenschaften",Deutsche,Insgesamt,%,4.39320056510049
2013,"Fächerguppen zusammen",Deutsche,Insgesamt,%,100
2014,"Geisteswissenschaften",Deutsche,Insgesamt,%,15.775312721265
2014,"Sport",Deutsche,Insgesamt,%,1.18952088742034
2014,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Insgesamt,%,31.6827944300212
2014,"Mathematik, Naturwissenschaften",Deutsche,Insgesamt,%,14.4394618834081
2014,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Insgesamt,%,5.65022421524664
2014,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Insgesamt,%,4.94689638895445
2014,"Ingenieurwissenschaften",Deutsche,Insgesamt,%,22.2327118244041
2014,"Kunst, Kunstwissenschaften",Deutsche,Insgesamt,%,4.08307764928015
2014,"Fächerguppen zusammen",Deutsche,Insgesamt,%,100
2015,"Geisteswissenschaften",Deutsche,Insgesamt,%,15.0618612157074
2015,"Sport",Deutsche,Insgesamt,%,1.26412049488973
2015,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Insgesamt,%,32.8402366863905
2015,"Mathematik, Naturwissenschaften",Deutsche,Insgesamt,%,14.4522144522145
2015,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Insgesamt,%,5.45095929711314
2015,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Insgesamt,%,5.33889187735342
2015,"Ingenieurwissenschaften",Deutsche,Insgesamt,%,21.4676349291734
2015,"Kunst, Kunstwissenschaften",Deutsche,Insgesamt,%,4.12408104715797
2015,"Fächerguppen zusammen",Deutsche,Insgesamt,%,100
2016,"Geisteswissenschaften",Deutsche,Insgesamt,%,10.790452854161
2016,"Sport",Deutsche,Insgesamt,%,1.18885561303204
2016,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Insgesamt,%,38.8283873309738
2016,"Mathematik, Naturwissenschaften",Deutsche,Insgesamt,%,9.58798439059806
2016,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Insgesamt,%,5.80361194300753
2016,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Insgesamt,%,5.31354932389509
2016,"Ingenieurwissenschaften",Deutsche,Insgesamt,%,24.430529086124
2016,"Kunst, Kunstwissenschaften",Deutsche,Insgesamt,%,4.05662945820855
2016,"Fächerguppen zusammen",Deutsche,Insgesamt,%,100
2017,"Geisteswissenschaften",Deutsche,Insgesamt,%,10.5669178327951
2017,"Sport",Deutsche,Insgesamt,%,1.10782203085755
2017,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Insgesamt,%,40.2852529601722
2017,"Mathematik, Naturwissenschaften",Deutsche,Insgesamt,%,9.38284894151417
2017,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Insgesamt,%,5.85306781485468
2017,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Insgesamt,%,5.45389307499103
2017,"Ingenieurwissenschaften",Deutsche,Insgesamt,%,23.3898457122354
2017,"Kunst, Kunstwissenschaften",Deutsche,Insgesamt,%,3.96035163257984
2017,"Fächerguppen zusammen",Deutsche,Insgesamt,%,100
2018,"Geisteswissenschaften",Deutsche,Insgesamt,%,10.481598873041
2018,"Sport",Deutsche,Insgesamt,%,1.12255678816693
2018,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Insgesamt,%,40.3724247226624
2018,"Mathematik, Naturwissenschaften",Deutsche,Insgesamt,%,9.81246698362388
2018,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Insgesamt,%,5.83289311498503
2018,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Insgesamt,%,5.44990315196337
2018,"Ingenieurwissenschaften",Deutsche,Insgesamt,%,23.3932030287022
2018,"Kunst, Kunstwissenschaften",Deutsche,Insgesamt,%,3.53495333685508
2018,"Fächerguppen zusammen",Deutsche,Insgesamt,%,100
2019,"Geisteswissenschaften",Deutsche,Insgesamt,%,10.389834158949
2019,"Sport",Deutsche,Insgesamt,%,1.03381434417403
2019,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Insgesamt,%,40.3876803790653
2019,"Mathematik, Naturwissenschaften",Deutsche,Insgesamt,%,9.83846650872281
2019,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Insgesamt,%,5.87981908248977
2019,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Insgesamt,%,5.60844281714409
2019,"Ingenieurwissenschaften",Deutsche,Insgesamt,%,23.0626749946156
2019,"Kunst, Kunstwissenschaften",Deutsche,Insgesamt,%,3.79926771483954
2019,"Fächerguppen zusammen",Deutsche,Insgesamt,%,100
2020,"Geisteswissenschaften",Deutsche,Insgesamt,%,10.5047318611987
2020,"Sport",Deutsche,Insgesamt,%,1.06804867057233
2020,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Insgesamt,%,40.410094637224
2020,"Mathematik, Naturwissenschaften",Deutsche,Insgesamt,%,9.80621901757548
2020,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Insgesamt,%,5.83145561063542
2020,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Insgesamt,%,6.29112212708427
2020,"Ingenieurwissenschaften",Deutsche,Insgesamt,%,22.3569175304191
2020,"Kunst, Kunstwissenschaften",Deutsche,Insgesamt,%,3.73141054529067
2020,"Fächerguppen zusammen",Deutsche,Insgesamt,%,100
2021,"Geisteswissenschaften",Deutsche,Insgesamt,%,9.41487200325071
2021,"Sport",Deutsche,Insgesamt,%,0.98334010564811
2021,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Insgesamt,%,39.0491670052824
2021,"Mathematik, Naturwissenschaften",Deutsche,Insgesamt,%,8.82974400650142
2021,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Insgesamt,%,6.12759041040228
2021,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Insgesamt,%,4.9857781389679
2021,"Ingenieurwissenschaften",Deutsche,Insgesamt,%,21.9179195449004
2021,"Kunst, Kunstwissenschaften",Deutsche,Insgesamt,%,3.2222673709874
2021,"Fächerguppen zusammen",Deutsche,Insgesamt,%,100
2022,"Geisteswissenschaften",Deutsche,Insgesamt,%,9.87310297522078
2022,"Sport",Deutsche,Insgesamt,%,0.891708822772871
2022,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Insgesamt,%,38.6950184343651
2022,"Mathematik, Naturwissenschaften",Deutsche,Insgesamt,%,8.92137528937666
2022,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Insgesamt,%,5.97616393723742
2022,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Insgesamt,%,4.87438909371517
2022,"Ingenieurwissenschaften",Deutsche,Insgesamt,%,21.1352139243762
2022,"Kunst, Kunstwissenschaften",Deutsche,Insgesamt,%,3.57112235273943
2022,"Fächerguppen zusammen",Deutsche,Insgesamt,%,100
2013,"Geisteswissenschaften",Deutsche,Männer,%,7.19417475728155
2013,"Sport",Deutsche,Männer,%,1.25242718446602
2013,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Männer,%,28.1359223300971
2013,"Mathematik, Naturwissenschaften",Deutsche,Männer,%,16.1165048543689
2013,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Männer,%,3.29126213592233
2013,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Männer,%,4.51456310679612
2013,"Ingenieurwissenschaften",Deutsche,Männer,%,36.9029126213592
2013,"Kunst, Kunstwissenschaften",Deutsche,Männer,%,2.59223300970874
2013,"Fächerguppen zusammen",Deutsche,Männer,%,100
2014,"Geisteswissenschaften",Deutsche,Männer,%,6.87481236865806
2014,"Sport",Deutsche,Männer,%,0.970679475632943
2014,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Männer,%,27.8294806364455
2014,"Mathematik, Naturwissenschaften",Deutsche,Männer,%,16.361453017112
2014,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Männer,%,3.32232562793956
2014,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Männer,%,4.79335534874412
2014,"Ingenieurwissenschaften",Deutsche,Männer,%,37.4161913339338
2014,"Kunst, Kunstwissenschaften",Deutsche,Männer,%,2.43170219153407
2014,"Fächerguppen zusammen",Deutsche,Männer,%,100
2015,"Geisteswissenschaften",Deutsche,Männer,%,6.21522210695086
