Year,Gebietseinheit,Wanderung,Nationalität / Geschlecht,Units,GeoCode,Value
2018,"Niedersachsen",Saldo der Zu- und Fortzüge,Männer,Anzahl,,22385
2017,"Braunschweig, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03101,312
2017,"Salzgitter, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03102,377
2017,"Wolfsburg, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03103,263
2017,"Gifhorn",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03151,-68
2017,"Goslar",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03153,548
2017,"Helmstedt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03154,40
2017,"Northeim",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03155,101
2017,"Peine",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03157,102
2017,"Wolfenbüttel",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03158,27
2017,"Göttingen",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03159,5180
2017,"Statistische Region Braunschweig",Saldo der Zu- und Fortzüge,Männer,Anzahl,K031,6882
2017,"Region Hannover",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03241,1791
2017,"dav. Hannover, Lhst.",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03241001,1594
2017,"dav. Hannover, Umland",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03241999,197
2017,"Diepholz",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03251,196
2017,"Hameln-Pyrmont",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03252,127
2017,"Hildesheim",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03254,156
2017,"Holzminden",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03255,10
2017,"Nienburg (Weser)",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03256,232
2017,"Schaumburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03257,-52
2017,"Statistische Region Hannover",Saldo der Zu- und Fortzüge,Männer,Anzahl,K032,2460
2017,"Celle",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03351,-85
2017,"Cuxhaven",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03352,-96
2017,"Harburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03353,16
2017,"Lüchow-Dannenberg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03354,-201
2017,"Lüneburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03355,-23
2017,"Osterholz",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03356,-55
2017,"Rotenburg (Wümme)",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03357,12
2017,"Heidekreis",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03358,2149
2017,"Stade",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03359,-420
2017,"Uelzen",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03360,-2
2017,"Verden",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03361,36
2017,"Statistische Region Lüneburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K033,1331
2017,"Delmenhorst, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03401,107
2017,"Emden, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03402,148
2017,"Oldenburg (Oldb), Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03403,-68
2017,"Osnabrück, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03404,-55
2017,"Wilhelmshaven, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03405,17
2017,"Ammerland",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03451,86
2017,"Aurich",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03452,49
2017,"Cloppenburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03453,565
2017,"Emsland",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03454,1049
2017,"Friesland",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03455,-1
2017,"Grafschaft Bentheim",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03456,245
2017,"Leer",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03457,69
2017,"Oldenburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03458,355
2017,"Osnabrück",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03459,3668
2017,"Vechta",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03460,209
2017,"Wesermarsch",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03461,81
2017,"Wittmund",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03462,11
2017,"Statistische Region Weser-Ems",Saldo der Zu- und Fortzüge,Männer,Anzahl,K034,6535
2017,"Niedersachsen",Saldo der Zu- und Fortzüge,Männer,Anzahl,,17208
2016,"Braunschweig, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03101,901
2016,"Salzgitter, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03102,557
2016,"Wolfsburg, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03103,261
2016,"Gifhorn",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03151,-143
2016,"Goslar",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03153,480
2016,"Helmstedt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03154,40
2016,"Northeim",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03155,68
2016,"Peine",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03157,-233
2016,"Wolfenbüttel",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03158,-41
2016,"Göttingen",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03159,4994
2016,"Statistische Region Braunschweig",Saldo der Zu- und Fortzüge,Männer,Anzahl,K031,6884
2016,"Region Hannover",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03241,-1253
2016,"dav. Hannover, Lhst.",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03241001,-1005
2016,"dav. Hannover, Umland",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03241999,-248
2016,"Diepholz",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03251,-104
2016,"Hameln-Pyrmont",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03252,191
2016,"Hildesheim",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03254,817
2016,"Holzminden",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03255,-63
2016,"Nienburg (Weser)",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03256,3
2016,"Schaumburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03257,109
2016,"Statistische Region Hannover",Saldo der Zu- und Fortzüge,Männer,Anzahl,K032,-300
2016,"Celle",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03351,130
2016,"Cuxhaven",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03352,-22
2016,"Harburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03353,-4
2016,"Lüchow-Dannenberg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03354,54
2016,"Lüneburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03355,-160
2016,"Osterholz",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03356,-25
2016,"Rotenburg (Wümme)",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03357,-454
2016,"Heidekreis",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03358,5446
2016,"Stade",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03359,-220
2016,"Uelzen",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03360,22
2016,"Verden",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03361,-30
2016,"Statistische Region Lüneburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K033,4737
2016,"Delmenhorst, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03401,38
2016,"Emden, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03402,101
2016,"Oldenburg (Oldb), Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03403,919
2016,"Osnabrück, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03404,1078
2016,"Wilhelmshaven, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03405,-111
2016,"Ammerland",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03451,186
2016,"Aurich",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03452,39
2016,"Cloppenburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03453,171
2016,"Emsland",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03454,-319
2016,"Friesland",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03455,-60
2016,"Grafschaft Bentheim",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03456,-73
2016,"Leer",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03457,-277
2016,"Oldenburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03458,373
2016,"Osnabrück",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03459,2226
2016,"Vechta",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03460,247
2016,"Wesermarsch",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03461,-37
2016,"Wittmund",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03462,-74
2016,"Statistische Region Weser-Ems",Saldo der Zu- und Fortzüge,Männer,Anzahl,K034,4427
2016,"Niedersachsen",Saldo der Zu- und Fortzüge,Männer,Anzahl,,15748
2015,"Braunschweig, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03101,13933
2015,"Salzgitter, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03102,776
2015,"Wolfsburg, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03103,816
2015,"Gifhorn",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03151,602
2015,"Goslar",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03153,1048
2015,"Helmstedt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03154,185
2015,"Northeim",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03155,612
2015,"Peine",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03157,431
2015,"Wolfenbüttel",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03158,437
2015,"Göttingen",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03159,15715
2015,"Statistische Region Braunschweig",Saldo der Zu- und Fortzüge,Männer,Anzahl,K031,34555
2015,"Region Hannover",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03241,4819
2015,"dav. Hannover, Lhst.",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03241001,2487
2015,"dav. Hannover, Umland",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03241999,2332
2015,"Diepholz",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03251,1092
2015,"Hameln-Pyrmont",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03252,303
2015,"Hildesheim",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03254,1355
2015,"Holzminden",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03255,188
2015,"Nienburg (Weser)",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03256,540
2015,"Schaumburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03257,234
2015,"Statistische Region Hannover",Saldo der Zu- und Fortzüge,Männer,Anzahl,K032,8531
2015,"Celle",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03351,953
2015,"Cuxhaven",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03352,213
2015,"Harburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03353,326
2015,"Lüchow-Dannenberg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03354,988
2015,"Lüneburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03355,835
2015,"Osterholz",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03356,217
2015,"Rotenburg (Wümme)",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03357,371
2015,"Heidekreis",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03358,2752
2015,"Stade",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03359,430
2015,"Uelzen",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03360,311
2015,"Verden",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03361,207
2015,"Statistische Region Lüneburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K033,7603
2015,"Delmenhorst, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03401,549
2015,"Emden, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03402,305
2015,"Oldenburg (Oldb), Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03403,602
2015,"Osnabrück, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03404,1375
2015,"Wilhelmshaven, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03405,288
2015,"Ammerland",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03451,225
2015,"Aurich",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03452,441
2015,"Cloppenburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03453,753
2015,"Emsland",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03454,1197
2015,"Friesland",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03455,38
2015,"Grafschaft Bentheim",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03456,554
2015,"Leer",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03457,473
2015,"Oldenburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03458,615
2015,"Osnabrück",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03459,16673
2015,"Vechta",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03460,595
2015,"Wesermarsch",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03461,148
2015,"Wittmund",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03462,284
2015,"Statistische Region Weser-Ems",Saldo der Zu- und Fortzüge,Männer,Anzahl,K034,25115
2015,"Niedersachsen",Saldo der Zu- und Fortzüge,Männer,Anzahl,,75804
2014,"Braunschweig, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03101,6015
2014,"Salzgitter, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03102,382
2014,"Wolfsburg, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03103,653
2014,"Gifhorn",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03151,184
2014,"Goslar",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03153,391
2014,"Helmstedt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03154,109
2014,"Northeim",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03155,120
2014,"Peine",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03157,115
2014,"Wolfenbüttel",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03158,161
2014,"Göttingen",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03159,7611
2014,"Statistische Region Braunschweig",Saldo der Zu- und Fortzüge,Männer,Anzahl,K031,15741
2014,"Region Hannover",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03241,1979
2014,"dav. Hannover, Lhst.",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03241001,1004
2014,"dav. Hannover, Umland",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03241999,975
2014,"Diepholz",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03251,379
2014,"Hameln-Pyrmont",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03252,225
2014,"Hildesheim",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03254,363
2014,"Holzminden",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03255,58
2014,"Nienburg (Weser)",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03256,88
2014,"Schaumburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03257,214
2014,"Statistische Region Hannover",Saldo der Zu- und Fortzüge,Männer,Anzahl,K032,3306
2014,"Celle",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03351,202
2014,"Cuxhaven",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03352,177
2014,"Harburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03353,208
2014,"Lüchow-Dannenberg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03354,88
2014,"Lüneburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03355,213
2014,"Osterholz",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03356,165
2014,"Rotenburg (Wümme)",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03357,138
2014,"Heidekreis",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03358,191
2014,"Stade",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03359,55
2014,"Uelzen",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03360,166
2014,"Verden",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03361,107
2014,"Statistische Region Lüneburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K033,1710
2014,"Delmenhorst, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03401,257
2014,"Emden, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03402,161
2014,"Oldenburg (Oldb), Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03403,193
2014,"Osnabrück, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03404,323
2014,"Wilhelmshaven, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03405,98
2014,"Ammerland",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03451,165
2014,"Aurich",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03452,397
2014,"Cloppenburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03453,813
2014,"Emsland",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03454,932
2014,"Friesland",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03455,78
2014,"Grafschaft Bentheim",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03456,380
2014,"Leer",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03457,153
2014,"Oldenburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03458,705
2014,"Osnabrück",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03459,3892
2014,"Vechta",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03460,535
2014,"Wesermarsch",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03461,137
2014,"Wittmund",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03462,103
2014,"Statistische Region Weser-Ems",Saldo der Zu- und Fortzüge,Männer,Anzahl,K034,9322
2014,"Niedersachsen",Saldo der Zu- und Fortzüge,Männer,Anzahl,,30079
2013,"Braunschweig, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03101,3380
2013,"Salzgitter, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03102,152
2013,"Wolfsburg, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03103,631
2013,"Gifhorn",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03151,194
2013,"Goslar",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03153,391
2013,"Helmstedt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03154,62
2013,"Northeim",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03155,85
2013,"Peine",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03157,152
2013,"Wolfenbüttel",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03158,76
2013,"Göttingen",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03159,4023
2013,"Statistische Region Braunschweig",Saldo der Zu- und Fortzüge,Männer,Anzahl,K031,9146
2013,"Region Hannover",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03241,2476
2013,"dav. Hannover, Lhst.",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03241001,1473
2013,"dav. Hannover, Umland",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03241999,1003
2013,"Diepholz",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03251,263
2013,"Hameln-Pyrmont",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03252,187
2013,"Hildesheim",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03254,305
2013,"Holzminden",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03255,46
2013,"Nienburg (Weser)",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03256,97
2013,"Schaumburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03257,165
2013,"Statistische Region Hannover",Saldo der Zu- und Fortzüge,Männer,Anzahl,K032,3539
2013,"Celle",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03351,179
2013,"Cuxhaven",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03352,51
2013,"Harburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03353,399
2013,"Lüchow-Dannenberg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03354,106
2013,"Lüneburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03355,137
2013,"Osterholz",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03356,30
2013,"Rotenburg (Wümme)",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03357,167
2013,"Heidekreis",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03358,207
2013,"Stade",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03359,511
2013,"Uelzen",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03360,141
2013,"Verden",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03361,99
2013,"Statistische Region Lüneburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K033,2027
2013,"Delmenhorst, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03401,216
2013,"Emden, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03402,127
2013,"Oldenburg (Oldb), Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03403,243
2013,"Osnabrück, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03404,254
2013,"Wilhelmshaven, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03405,-165
2013,"Ammerland",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03451,37
2013,"Aurich",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03452,386
2013,"Cloppenburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03453,340
2013,"Emsland",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03454,457
2013,"Friesland",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03455,48
2013,"Grafschaft Bentheim",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03456,227
2013,"Leer",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03457,287
2013,"Oldenburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03458,400
2013,"Osnabrück",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03459,1368
2013,"Vechta",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03460,178
2013,"Wesermarsch",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03461,130
2013,"Wittmund",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03462,79
2013,"Statistische Region Weser-Ems",Saldo der Zu- und Fortzüge,Männer,Anzahl,K034,4612
2013,"Niedersachsen",Saldo der Zu- und Fortzüge,Männer,Anzahl,,19324
2012,"Braunschweig, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03101,2166
2012,"Salzgitter, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03102,96
2012,"Wolfsburg, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03103,386
2012,"Gifhorn",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03151,183
2012,"Goslar",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03153,313
2012,"Helmstedt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03154,143
2012,"Northeim",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03155,78
2012,"Peine",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03157,78
2012,"Wolfenbüttel",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03158,60
2012,"Göttingen",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03159,2550
2012,"Statistische Region Braunschweig",Saldo der Zu- und Fortzüge,Männer,Anzahl,K031,6053
2012,"Region Hannover",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03241,2526
2012,"dav. Hannover, Lhst.",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03241001,1559
2012,"dav. Hannover, Umland",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03241999,967
2012,"Diepholz",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03251,189
2012,"Hameln-Pyrmont",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03252,113
2012,"Hildesheim",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03254,235
2012,"Holzminden",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03255,28
2012,"Nienburg (Weser)",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03256,-265
2012,"Schaumburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03257,106
2012,"Statistische Region Hannover",Saldo der Zu- und Fortzüge,Männer,Anzahl,K032,2932
2012,"Celle",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03351,180
2012,"Cuxhaven",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03352,224
2012,"Harburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03353,307
2012,"Lüchow-Dannenberg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03354,102
2012,"Lüneburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03355,127
2012,"Osterholz",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03356,104
2012,"Rotenburg (Wümme)",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03357,190
2012,"Heidekreis",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03358,242
2012,"Stade",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03359,52
2012,"Uelzen",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03360,84
2012,"Verden",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03361,93
2012,"Statistische Region Lüneburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K033,1705
2012,"Delmenhorst, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03401,171
2012,"Emden, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03402,109
2012,"Oldenburg (Oldb), Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03403,220
2012,"Osnabrück, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03404,407
2012,"Wilhelmshaven, Stadt",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03405,8
2012,"Ammerland",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03451,219
2012,"Aurich",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03452,240
2012,"Cloppenburg",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03453,801
2012,"Emsland",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03454,1185
2012,"Friesland",Saldo der Zu- und Fortzüge,Männer,Anzahl,K03455,12
